Symbol,Date,Market Cap,Volume,Open,Close
SNX,2021-10-16,1721529650.0,112552097.0,9.8,N/A
SNX,2021-10-15,1734759294.0,81421945.0,9.9,9.8
SNX,2021-10-14,1650160206.0,70698811.0,9.4,9.9
SNX,2021-10-13,1615302951.0,85141720.0,9.21,9.4
SNX,2021-10-12,1669362875.0,74903972.0,9.55,9.21
SNX,2021-10-11,1687114005.0,74791009.0,9.63,9.55
SNX,2021-10-10,1782769619.0,90679420.0,10.18,9.63
SNX,2021-10-09,1759707443.0,102737850.0,10.04,10.18
SNX,2021-10-08,1802272411.0,106273664.0,10.29,10.04
SNX,2021-10-07,1798694971.0,100788732.0,10.26,10.29
SNX,2021-10-06,1837209923.0,131617244.0,10.48,10.26
SNX,2021-10-05,1808887913.0,84451669.0,10.28,10.48
SNX,2021-10-04,1882082648.0,86751143.0,10.73,10.28
SNX,2021-10-03,1912127421.0,127524375.0,10.92,10.73
SNX,2021-10-02,1830788550.0,97392729.0,10.47,10.92
SNX,2021-10-01,1674534930.0,88015283.0,9.57,10.47
SNX,2021-09-30,1622364493.0,69943950.0,9.29,9.57
SNX,2021-09-29,1637673687.0,83157004.0,9.32,9.29
SNX,2021-09-28,1726901024.0,103121035.0,9.83,9.32
SNX,2021-09-27,1820141556.0,130884679.0,10.43,9.83
SNX,2021-09-26,1794506268.0,75496395.0,10.26,10.43
SNX,2021-09-25,1840871106.0,131345552.0,10.52,10.26
SNX,2021-09-24,2047581855.0,146597001.0,11.74,10.52
SNX,2021-09-23,1896539719.0,121838119.0,10.9,11.74
SNX,2021-09-22,1637896505.0,132334978.0,9.42,10.9
SNX,2021-09-21,1841035028.0,209980753.0,10.6,9.42
SNX,2021-09-20,2233457017.0,168412191.0,12.81,10.6
SNX,2021-09-19,2186099909.0,155339252.0,12.58,12.81
SNX,2021-09-18,2225206346.0,264084469.0,12.77,12.58
SNX,2021-09-17,2530935678.0,333077829.0,14.59,12.77
SNX,2021-09-16,2611388072.0,369982232.0,15.03,14.59
SNX,2021-09-15,2351677262.0,369408793.0,13.6,15.03
SNX,2021-09-14,2200582491.0,249699077.0,12.79,13.6
SNX,2021-09-13,1901905986.0,69244154.0,10.96,12.79
SNX,2021-09-12,1862645288.0,57888139.0,10.78,10.96
SNX,2021-09-11,1816450233.0,107882371.0,10.53,10.78
SNX,2021-09-10,1952309196.0,111005203.0,11.27,10.53
SNX,2021-09-09,1901191352.0,194047013.0,10.99,11.27
SNX,2021-09-08,1866819680.0,354996000.0,10.79,10.99
SNX,2021-09-07,2359405455.0,248277949.0,13.64,10.79
SNX,2021-09-06,2230925911.0,138661385.0,12.92,13.64
SNX,2021-09-05,2146096842.0,112095638.0,12.41,12.92
SNX,2021-09-04,2139601764.0,139251113.0,12.42,12.41
SNX,2021-09-03,2171705304.0,170822114.0,12.55,12.42
SNX,2021-09-02,2154873699.0,162762755.0,12.47,12.55
SNX,2021-09-01,2005871557.0,133785170.0,11.63,12.47
SNX,2021-08-31,1918219528.0,154299182.0,11.13,11.63
SNX,2021-08-30,2008664437.0,196638249.0,11.67,11.13
SNX,2021-08-29,2055879022.0,81724026.0,11.96,11.67
SNX,2021-08-28,2107996197.0,115283954.0,12.21,11.96
SNX,2021-08-27,2016738606.0,122130055.0,11.67,12.21
SNX,2021-08-26,2158388112.0,134322865.0,12.48,11.67
SNX,2021-08-25,2125319228.0,176123030.0,12.27,12.48
SNX,2021-08-24,2325858017.0,160659265.0,13.6,12.27
SNX,2021-08-23,2305906045.0,161077912.0,13.49,13.6
SNX,2021-08-22,2233195034.0,307993959.0,13.08,13.49
SNX,2021-08-21,2140933180.0,148746017.0,12.57,13.08
SNX,2021-08-20,2073509412.0,165478248.0,12.38,12.57
SNX,2021-08-19,1977637527.0,148803578.0,11.5,12.38
SNX,2021-08-18,1938480628.0,153052986.0,11.25,11.5
SNX,2021-08-17,2102283372.0,145823302.0,12.15,11.25
SNX,2021-08-16,2179493214.0,147379320.0,12.84,12.15
SNX,2021-08-15,2201499763.0,225506607.0,12.93,12.84
SNX,2021-08-14,2048922500.0,219833681.0,12.08,12.93
SNX,2021-08-13,1754054503.0,155086113.0,10.39,12.08
SNX,2021-08-12,1818115921.0,212006420.0,10.74,10.39
SNX,2021-08-11,1730066705.0,120050803.0,10.25,10.74
SNX,2021-08-10,1690978613.0,108040682.0,10.16,10.25
SNX,2021-08-09,1636349436.0,143483780.0,9.67,10.16
SNX,2021-08-08,1793429593.0,173152772.0,10.6,9.67
SNX,2021-08-07,1724019199.0,161518426.0,10.19,10.6
SNX,2021-08-06,1780851974.0,259813928.0,10.56,10.19
SNX,2021-08-05,1633707721.0,93052098.0,9.66,10.56
SNX,2021-08-04,1532205454.0,90012829.0,9.06,9.66
SNX,2021-08-03,1617701252.0,82799016.0,9.55,9.06
SNX,2021-08-02,1592466016.0,104479141.0,9.45,9.55
SNX,2021-08-01,1718862035.0,132467531.0,10.18,9.45
SNX,2021-07-31,1614917530.0,138894249.0,9.6,10.18
SNX,2021-07-30,1669766179.0,113780628.0,9.92,9.6
SNX,2021-07-29,1530568676.0,88087963.0,9.1,9.92
SNX,2021-07-28,1556016935.0,141347216.0,9.26,9.1
SNX,2021-07-27,1583842668.0,239405912.0,9.37,9.26
SNX,2021-07-26,1422790000.0,61470687.0,8.45,9.37
SNX,2021-07-25,1444843692.0,92273035.0,8.58,8.45
SNX,2021-07-24,1466248918.0,96996638.0,8.74,8.58
SNX,2021-07-23,1439076224.0,108869428.0,8.55,8.74
SNX,2021-07-22,1411654185.0,163456099.0,8.44,8.55
SNX,2021-07-21,1282251279.0,78264815.0,7.64,8.44
SNX,2021-07-20,1387261877.0,75683091.0,8.29,7.64
SNX,2021-07-19,1504925179.0,69723504.0,9.0,8.29
SNX,2021-07-18,1480167414.0,71400477.0,8.84,9.0
SNX,2021-07-17,1484279579.0,119413083.0,8.91,8.84
SNX,2021-07-16,1596077755.0,153219712.0,9.49,8.91
SNX,2021-07-15,1751612337.0,202480316.0,10.48,9.49
SNX,2021-07-14,1835680378.0,212841775.0,10.96,10.48
SNX,2021-07-13,1934535344.0,311816398.0,12.19,10.96
SNX,2021-07-12,1983046168.0,261558029.0,12.45,12.19
SNX,2021-07-11,1773187898.0,155323688.0,11.16,12.45
SNX,2021-07-10,1841846193.0,370675741.0,11.62,11.16
SNX,2021-07-09,1534509697.0,126000761.0,9.67,11.62
SNX,2021-07-08,1703501727.0,173875335.0,10.75,9.67
SNX,2021-07-07,1802318980.0,485039030.0,11.32,10.75
SNX,2021-07-06,1698438182.0,484106074.0,10.74,11.32
SNX,2021-07-05,1356840180.0,114250980.0,8.57,10.74
SNX,2021-07-04,1151808184.0,40270559.0,7.29,8.57
SNX,2021-07-03,1087107635.0,27509973.0,6.91,7.29
SNX,2021-07-02,1087712604.0,39668252.0,6.89,6.91
SNX,2021-07-01,1161274422.0,50985115.0,7.33,6.89
SNX,2021-06-30,1143629148.0,59704031.0,7.21,7.33
SNX,2021-06-29,1120599800.0,60255413.0,7.07,7.21
SNX,2021-06-28,1003813482.0,38718256.0,6.36,7.07
SNX,2021-06-27,932314432.0,41717428.0,5.91,6.36
SNX,2021-06-26,938203553.0,59019729.0,5.92,5.91
SNX,2021-06-25,1042006841.0,51410154.0,6.6,5.92
SNX,2021-06-24,1046094270.0,54976358.0,6.65,6.6
SNX,2021-06-23,992030254.0,92990114.0,6.32,6.65
SNX,2021-06-22,1055774664.0,79177821.0,6.64,6.32
SNX,2021-06-21,1340419560.0,57009883.0,8.5,6.64
SNX,2021-06-20,1280747859.0,39544418.0,8.13,8.5
SNX,2021-06-19,1315188807.0,58362406.0,8.34,8.13
SNX,2021-06-18,1414521068.0,47441387.0,9.03,8.34
SNX,2021-06-17,1413525801.0,62720407.0,8.99,9.03
SNX,2021-06-16,1533447860.0,87752146.0,9.77,8.99
SNX,2021-06-15,1566513287.0,101421169.0,10.01,9.77
SNX,2021-06-14,1428051767.0,66439221.0,9.16,10.01
SNX,2021-06-13,1335856519.0,85654689.0,8.48,9.16
SNX,2021-06-12,1349931222.0,250636078.0,8.65,8.48
SNX,2021-06-11,1551108428.0,62878818.0,9.93,8.65
SNX,2021-06-10,1697770880.0,75387217.0,10.9,9.93
SNX,2021-06-09,1633022739.0,97215714.0,10.48,10.9
SNX,2021-06-08,1690024655.0,59738223.0,10.79,10.48
SNX,2021-06-07,1840365969.0,46320542.0,11.89,10.79
SNX,2021-06-06,1789461732.0,64051255.0,11.62,11.89
SNX,2021-06-05,1896577642.0,88314834.0,12.21,11.62
SNX,2021-06-04,2090024859.0,90091630.0,13.47,12.21
SNX,2021-06-03,1992941771.0,64433694.0,12.87,13.47
SNX,2021-06-02,1973133137.0,75107076.0,12.72,12.87
SNX,2021-06-01,2048438874.0,96549114.0,13.29,12.72
SNX,2021-05-31,1816058627.0,84246170.0,11.76,13.29
SNX,2021-05-30,1706801511.0,89289868.0,10.95,11.76
SNX,2021-05-29,1845652340.0,124316730.0,11.96,10.95
SNX,2021-05-28,2066740161.0,104868359.0,13.33,11.96
SNX,2021-05-27,2218192077.0,148443536.0,14.45,13.33
SNX,2021-05-26,2101831345.0,170523552.0,13.58,14.45
SNX,2021-05-25,2136874718.0,221918507.0,13.88,13.58
SNX,2021-05-24,1810501470.0,287193700.0,11.88,13.88
SNX,2021-05-23,2308341541.0,360994891.0,14.92,11.88
SNX,2021-05-22,2465605403.0,561758184.0,16.24,14.92
SNX,2021-05-21,2475523779.0,337851314.0,16.14,16.24
SNX,2021-05-20,2293085942.0,616760002.0,14.67,16.14
SNX,2021-05-19,3496254664.0,758464717.0,23.01,14.67
SNX,2021-05-18,3145563104.0,499115032.0,20.29,23.01
SNX,2021-05-17,2879974184.0,251178179.0,18.83,20.29
SNX,2021-05-16,2952550416.0,511990790.0,19.3,18.83
SNX,2021-05-15,3264720617.0,619926158.0,21.28,19.3
SNX,2021-05-14,2810420009.0,872306508.0,18.49,21.28
SNX,2021-05-13,2913007750.0,841940921.0,18.22,18.49
SNX,2021-05-12,2800398182.0,162914141.0,18.41,18.22
SNX,2021-05-11,2503659388.0,171841991.0,16.31,18.41
SNX,2021-05-10,2719097158.0,129077441.0,17.78,16.31
SNX,2021-05-09,2805098372.0,154956668.0,18.43,17.78
SNX,2021-05-08,2857871910.0,389531728.0,18.72,18.43
SNX,2021-05-07,2822606103.0,248049197.0,18.44,18.72
SNX,2021-05-06,2700234028.0,154747361.0,17.68,18.44
SNX,2021-05-05,2554432428.0,199476536.0,16.53,17.68
SNX,2021-05-04,2880046064.0,210763138.0,18.84,16.53
SNX,2021-05-03,2640257928.0,121024355.0,17.31,18.84
SNX,2021-05-02,2765078700.0,109123033.0,18.14,17.31
SNX,2021-05-01,2772461529.0,129573668.0,18.2,18.14
SNX,2021-04-30,2700664985.0,192977553.0,17.7,18.2
SNX,2021-04-29,2559599586.0,175701402.0,16.86,17.7
SNX,2021-04-28,2587701930.0,180191722.0,17.03,16.86
SNX,2021-04-27,2447855846.0,193009284.0,16.13,17.03
SNX,2021-04-26,2133590985.0,146885272.0,14.08,16.13
SNX,2021-04-25,2105323679.0,180042172.0,13.67,14.08
SNX,2021-04-24,2256159050.0,332211067.0,14.92,13.67
SNX,2021-04-23,2363897589.0,244597093.0,15.5,14.92
SNX,2021-04-22,2436661219.0,205249912.0,16.03,15.5
