Symbol,Date,Market Cap,Volume,Open,Close
REN,2021-10-16,1041511919.0,119207740.0,1.04,N/A
REN,2021-10-15,1004837257.0,67852263.0,1.01,1.04
REN,2021-10-14,994815858.0,62718141.0,0.995785,1.01
REN,2021-10-13,1003630693.0,83522606.0,1.0,0.995785
REN,2021-10-12,1009033233.0,113789509.0,1.02,1.0
REN,2021-10-11,1012688018.0,54235449.0,1.01,1.02
REN,2021-10-10,1073567709.0,55188787.0,1.07,1.01
REN,2021-10-09,1095592582.0,66794221.0,1.1,1.07
REN,2021-10-08,1149501974.0,108327550.0,1.15,1.1
REN,2021-10-07,1000008209.0,122825553.0,1.13,1.15
REN,2021-10-06,1065978723.0,151927188.0,1.2,1.13
REN,2021-10-05,1033219163.0,144411476.0,1.17,1.2
REN,2021-10-04,1073480455.0,165681878.0,1.22,1.17
REN,2021-10-03,1077278407.0,365771149.0,1.22,1.22
REN,2021-10-02,914444131.0,146881042.0,1.04,1.22
REN,2021-10-01,825749765.0,108985718.0,0.93808,1.04
REN,2021-09-30,808706110.0,116007040.0,0.920185,0.93808
REN,2021-09-29,825640567.0,129202302.0,0.931656,0.920185
REN,2021-09-28,910799987.0,204791091.0,1.03,0.931656
REN,2021-09-27,1024058034.0,315251063.0,1.16,1.03
REN,2021-09-26,907849209.0,292005604.0,1.03,1.16
REN,2021-09-25,980689542.0,662696144.0,1.1,1.03
REN,2021-09-24,785205728.0,97425679.0,0.89202,1.1
REN,2021-09-23,731797365.0,309624669.0,0.832705,0.89202
REN,2021-09-22,616306274.0,131648054.0,0.705543,0.832705
REN,2021-09-21,659608885.0,126954266.0,0.7508,0.705543
REN,2021-09-20,787494288.0,84284155.0,0.892205,0.7508
REN,2021-09-19,854631815.0,173780573.0,0.970545,0.892205
REN,2021-09-18,833571736.0,143313737.0,0.940564,0.970545
REN,2021-09-17,885451786.0,354488360.0,0.997879,0.940564
REN,2021-09-16,953164264.0,652580563.0,1.08,0.997879
REN,2021-09-15,723272897.0,122421266.0,0.823817,1.08
REN,2021-09-14,587057115.0,58053226.0,0.667206,0.823817
REN,2021-09-13,645667541.0,66354825.0,0.731162,0.667206
REN,2021-09-12,617302592.0,37694070.0,0.70057,0.731162
REN,2021-09-11,621422321.0,107680061.0,0.706188,0.70057
REN,2021-09-10,644126624.0,62886680.0,0.729581,0.706188
REN,2021-09-09,592595614.0,62776161.0,0.67065,0.729581
REN,2021-09-08,598940688.0,127392507.0,0.679245,0.67065
REN,2021-09-07,710964968.0,70520241.0,0.806616,0.679245
REN,2021-09-06,746895674.0,69276189.0,0.847672,0.806616
REN,2021-09-05,741704269.0,73775762.0,0.841665,0.847672
REN,2021-09-04,719655872.0,73746927.0,0.818201,0.841665
REN,2021-09-03,711559120.0,123143231.0,0.808059,0.818201
REN,2021-09-02,756754805.0,128366140.0,0.860893,0.808059
REN,2021-09-01,679831021.0,154994086.0,0.771279,0.860893
REN,2021-08-31,570985000.0,67867665.0,0.648169,0.771279
REN,2021-08-30,587026741.0,119381775.0,0.667174,0.648169
REN,2021-08-29,530887254.0,38193938.0,0.605304,0.667174
REN,2021-08-28,538851897.0,55250260.0,0.610917,0.605304
REN,2021-08-27,487258612.0,42720653.0,0.552906,0.610917
REN,2021-08-26,519158034.0,55982165.0,0.588917,0.552906
REN,2021-08-25,547098944.0,65447939.0,0.617931,0.588917
