Symbol,Date,Market Cap,Volume,Open,Close
RSR,2021-10-16,455449708.0,57365360.0,0.03458791,N/A
RSR,2021-10-15,449257568.0,47953693.0,0.03420403,0.03458791
RSR,2021-10-14,446167242.0,38094763.0,0.03389686,0.03420403
RSR,2021-10-13,439634586.0,41454295.0,0.03340584,0.03389686
RSR,2021-10-12,455008944.0,37687170.0,0.03477183,0.03340584
RSR,2021-10-11,470388371.0,40409381.0,0.03567409,0.03477183
RSR,2021-10-10,514027121.0,59980252.0,0.03902276,0.03567409
RSR,2021-10-09,494245442.0,63459318.0,0.03757844,0.03902276
RSR,2021-10-08,490558814.0,48662500.0,0.03734317,0.03757844
RSR,2021-10-07,496950783.0,64570524.0,0.03774759,0.03734317
RSR,2021-10-06,515937445.0,80954591.0,0.03928672,0.03774759
RSR,2021-10-05,462367815.0,47977584.0,0.035151,0.03928672
RSR,2021-10-04,485453815.0,53190297.0,0.03688578,0.035151
RSR,2021-10-03,459434549.0,43749743.0,0.03500722,0.03688578
RSR,2021-10-02,441678667.0,51405001.0,0.03355203,0.03500722
RSR,2021-10-01,396379740.0,44352316.0,0.03012749,0.03355203
RSR,2021-09-30,371338216.0,40046923.0,0.02830658,0.03012749
RSR,2021-09-29,361200830.0,39184381.0,0.02730893,0.02830658
RSR,2021-09-28,380228552.0,37779781.0,0.02868969,0.02730893
RSR,2021-09-27,397236511.0,43941244.0,0.03020982,0.02868969
RSR,2021-09-26,415961255.0,40594041.0,0.03164108,0.03020982
RSR,2021-09-25,423346533.0,110017737.0,0.03199532,0.03164108
RSR,2021-09-24,483497913.0,97247476.0,0.03674397,0.03199532
RSR,2021-09-23,405220552.0,52026547.0,0.03083458,0.03674397
RSR,2021-09-22,361857729.0,62847595.0,0.02763525,0.03083458
RSR,2021-09-21,399978746.0,83804948.0,0.03067304,0.02763525
RSR,2021-09-20,489455275.0,38575294.0,0.03715596,0.03067304
RSR,2021-09-19,517563939.0,45349192.0,0.03936858,0.03715596
RSR,2021-09-18,517747950.0,58376819.0,0.03917918,0.03936858
RSR,2021-09-17,548653165.0,149962114.0,0.04176189,0.03917918
RSR,2021-09-16,535634833.0,72740802.0,0.04065658,0.04176189
RSR,2021-09-15,489129235.0,51786817.0,0.03715463,0.04065658
RSR,2021-09-14,468644574.0,56107931.0,0.03578666,0.03715463
RSR,2021-09-13,498806934.0,46571093.0,0.03782433,0.03578666
RSR,2021-09-12,477917297.0,42124511.0,0.03630305,0.03782433
RSR,2021-09-11,474671686.0,59138570.0,0.03613262,0.03630305
RSR,2021-09-10,513602249.0,79144309.0,0.03898951,0.03613262
RSR,2021-09-09,512326677.0,85985354.0,0.03869894,0.03898951
RSR,2021-09-08,518073272.0,124448536.0,0.03940228,0.03869894
RSR,2021-09-07,648160592.0,113130092.0,0.04928381,0.03940228
RSR,2021-09-06,670665111.0,60063331.0,0.050944,0.04928381
RSR,2021-09-05,643104971.0,53101393.0,0.04867604,0.050944
RSR,2021-09-04,638705664.0,57855655.0,0.04862214,0.04867604
RSR,2021-09-03,652109726.0,83205536.0,0.04962355,0.04862214
RSR,2021-09-02,637885832.0,78650118.0,0.04848415,0.04962355
RSR,2021-09-01,638849295.0,100442881.0,0.048553,0.04848415
RSR,2021-08-31,635883576.0,85160084.0,0.04828437,0.048553
RSR,2021-08-30,654230516.0,91654774.0,0.049777,0.04828437
RSR,2021-08-29,666807209.0,76084897.0,0.050808,0.049777
RSR,2021-08-28,703585827.0,124839610.0,0.053392,0.050808
RSR,2021-08-27,671893021.0,154929950.0,0.051048,0.053392
RSR,2021-08-26,720132361.0,273533539.0,0.054643,0.051048
RSR,2021-08-25,735142093.0,255015731.0,0.054881,0.054643
RSR,2021-08-24,664821446.0,80201482.0,0.050494,0.054881
RSR,2021-08-23,674246873.0,108785075.0,0.051144,0.050494
RSR,2021-08-22,628795607.0,84493310.0,0.04777647,0.051144
RSR,2021-08-21,667351226.0,177145495.0,0.050687,0.04777647
