Symbol,Date,Market Cap,Volume,Open,Close
OHM,2021-10-16,2979961814.0,525774529.0,1090.44,N/A
OHM,2021-10-15,3242713129.0,125940598.0,1199.55,1090.44
OHM,2021-10-14,3555695877.0,86455334.0,1334.36,1199.55
OHM,2021-10-13,3075698985.0,93071260.0,1176.43,1334.36
OHM,2021-10-12,2833554862.0,93139304.0,1108.35,1176.43
OHM,2021-10-11,2673185885.0,67378204.0,1049.6,1108.35
OHM,2021-10-10,2388344171.0,39911591.0,961.0,1049.6
OHM,2021-10-09,2118079415.0,46517753.0,865.51,961.0
OHM,2021-10-08,1996961509.0,67064184.0,831.67,865.51
OHM,2021-10-07,1802260265.0,65298244.0,752.9,831.67
OHM,2021-10-06,2106963024.0,61313757.0,902.15,752.9
OHM,2021-10-05,2074703063.0,78534073.0,901.72,902.15
OHM,2021-10-04,1936595141.0,37286881.0,857.04,901.72
OHM,2021-10-03,1715933410.0,32957661.0,777.51,857.04
OHM,2021-10-02,1652890072.0,56318251.0,747.35,777.51
OHM,2021-10-01,1705046829.0,41277202.0,783.15,747.35
OHM,2021-09-30,1532896868.0,36770230.0,722.66,783.15
OHM,2021-09-29,1328979994.0,29943591.0,638.1,722.66
OHM,2021-09-28,1306603387.0,30870364.0,631.23,638.1
OHM,2021-09-27,1191476716.0,22198405.0,590.59,631.23
OHM,2021-09-26,1165171336.0,36810334.0,582.22,590.59
OHM,2021-09-25,1208733403.0,48032477.0,612.45,582.22
OHM,2021-09-24,1274545997.0,29913608.0,655.25,612.45
OHM,2021-09-23,1199270634.0,38468849.0,630.18,655.25
OHM,2021-09-22,1195683637.0,39084593.0,638.59,630.18
OHM,2021-09-21,992436197.0,44293627.0,535.0,638.59
OHM,2021-09-20,1078861649.0,19516800.0,588.6,535.0
OHM,2021-09-19,984831913.0,21230927.0,548.53,588.6
OHM,2021-09-18,963977177.0,26571188.0,538.85,548.53
OHM,2021-09-17,901315452.0,15370783.0,513.16,538.85
OHM,2021-09-16,811775918.0,20128335.0,470.7,513.16
OHM,2021-09-15,780479424.0,15484438.0,458.5,470.7
OHM,2021-09-14,725806710.0,23115129.0,432.74,458.5
OHM,2021-09-13,746003122.0,15408890.0,453.49,432.74
OHM,2021-09-12,703248442.0,10558589.0,433.1,453.49
OHM,2021-09-11,653758350.0,15677704.0,406.98,433.1
OHM,2021-09-10,624772696.0,11361616.0,397.62,406.98
OHM,2021-09-09,578831873.0,10180851.0,367.9,397.62
OHM,2021-09-08,532981453.0,12062143.0,349.26,367.9
OHM,2021-09-07,526267108.0,9395208.0,348.27,349.26
OHM,2021-09-06,487341768.0,6495376.0,326.04,348.27
OHM,2021-09-05,458547013.0,3775441.0,313.63,326.04
OHM,2021-09-04,473391024.0,6011983.0,326.32,313.63
OHM,2021-09-03,449454946.0,4850570.0,315.91,326.32
OHM,2021-09-02,440483421.0,6085807.0,312.17,315.91
OHM,2021-09-01,434993175.0,9440220.0,312.56,312.17
OHM,2021-08-31,461144571.0,5931536.0,335.4,312.56
OHM,2021-08-30,478363024.0,6381229.0,352.83,335.4
OHM,2021-08-29,482778457.0,5117303.0,361.99,352.83
OHM,2021-08-28,447524545.0,5352136.0,341.15,361.99
OHM,2021-08-27,427978269.0,7553494.0,330.8,341.15
OHM,2021-08-26,391684430.0,4979282.0,307.81,330.8
OHM,2021-08-25,388718240.0,7607183.0,310.32,307.81
OHM,2021-08-24,379209720.0,7450408.0,307.78,310.32
OHM,2021-08-23,333229552.0,5417781.0,275.29,307.78
OHM,2021-08-22,309783084.0,4211651.0,260.36,275.29
OHM,2021-08-21,324995110.0,3490872.0,277.58,260.36
OHM,2021-08-20,326558336.0,7254514.0,288.95,277.58
OHM,2021-08-19,303776822.0,6411645.0,266.83,288.95
OHM,2021-08-18,261900279.0,8695343.0,234.7,266.83
OHM,2021-08-17,300448877.0,4630810.0,272.58,234.7
OHM,2021-08-16,308139938.0,7058134.0,285.71,272.58
OHM,2021-08-15,302235701.0,10716417.0,283.38,285.71
OHM,2021-08-14,372807707.0,6288927.0,355.59,283.38
OHM,2021-08-13,404325723.0,8208529.0,391.95,355.59
OHM,2021-08-12,342702220.0,19015656.0,353.47,391.95
OHM,2021-08-11,428253987.0,7083099.0,427.62,353.47
OHM,2021-08-10,387457118.0,9530351.0,389.83,427.62
OHM,2021-08-09,446399775.0,5487393.0,469.34,389.83
OHM,2021-08-08,448555809.0,6856646.0,475.15,469.34
OHM,2021-08-07,444652221.0,6837518.0,489.17,475.15
OHM,2021-08-06,436866181.0,8306556.0,461.26,489.17
OHM,2021-08-05,390850408.0,5995106.0,432.64,461.26
OHM,2021-08-04,387013788.0,5812025.0,435.59,432.64
OHM,2021-08-03,365253631.0,10169512.0,421.59,435.59
OHM,2021-08-02,346581448.0,7114488.0,400.67,421.59
OHM,2021-08-01,334746985.0,21057129.0,395.91,400.67
OHM,2021-07-31,414826712.0,10498541.0,499.83,395.91
OHM,2021-07-30,404588066.0,25585220.0,530.01,499.83
OHM,2021-07-29,468826841.0,8880532.0,584.41,530.01
OHM,2021-07-28,458093087.0,8554539.0,582.51,584.41
OHM,2021-07-27,410921642.0,16939804.0,543.9,582.51
OHM,2021-07-26,423002200.0,6415431.0,554.09,543.9
OHM,2021-07-25,430408710.0,11159709.0,571.76,554.09
OHM,2021-07-24,483310305.0,6780713.0,628.67,571.76
OHM,2021-07-23,461202116.0,13072615.0,623.44,628.67
OHM,2021-07-22,417863095.0,15749817.0,585.51,623.44
OHM,2021-07-21,398946667.0,17531429.0,567.1,585.51
OHM,2021-07-20,363145899.0,18700862.0,534.46,567.1
OHM,2021-07-19,391892870.0,7398150.0,577.09,534.46
OHM,2021-07-18,380908147.0,13709293.0,568.88,577.09
OHM,2021-07-17,328007338.0,7494641.0,484.53,568.88
OHM,2021-07-16,315643441.0,6520459.0,486.07,484.53
OHM,2021-07-15,319636106.0,8989041.0,487.33,486.07
OHM,2021-07-14,291489843.0,7934085.0,440.41,487.33
OHM,2021-07-13,254429666.0,3867086.0,415.33,440.41
OHM,2021-07-12,247563886.0,2434697.0,412.29,415.33
OHM,2021-07-11,244266725.0,4353520.0,412.54,412.29
OHM,2021-07-10,229861706.0,3736990.0,394.64,412.54
OHM,2021-07-09,209649326.0,7206489.0,368.41,394.64
OHM,2021-07-08,222704340.0,10870866.0,394.64,368.41
OHM,2021-07-07,218198821.0,10011627.0,396.31,394.64
OHM,2021-07-06,259837626.0,6484819.0,476.38,396.31
OHM,2021-07-05,266341653.0,7836974.0,502.43,476.38
OHM,2021-07-04,243282285.0,4543033.0,476.26,502.43
OHM,2021-07-03,245056525.0,12059347.0,479.86,476.26
OHM,2021-07-02,223427664.0,7928522.0,444.31,479.86
OHM,2021-07-01,209028439.0,10709868.0,424.3,444.31
OHM,2021-06-30,174925044.0,5058926.0,361.31,424.3
OHM,2021-06-29,157410506.0,4527736.0,331.7,361.31
OHM,2021-06-28,157527455.0,4794852.0,338.63,331.7
OHM,2021-06-27,144429712.0,4575207.0,317.43,338.63
OHM,2021-06-26,135227169.0,5092090.0,302.13,317.43
OHM,2021-06-25,129705488.0,3785428.0,290.37,302.13
OHM,2021-06-24,119297815.0,5518642.0,277.94,290.37
OHM,2021-06-23,102299306.0,6033976.0,243.81,277.94
OHM,2021-06-22,130884038.0,8663664.0,314.07,243.81
OHM,2021-06-21,130597583.0,6786873.0,322.38,314.07
OHM,2021-06-20,119458687.0,5648856.0,299.54,322.38
OHM,2021-06-19,98665008.0,2528861.0,252.03,299.54
OHM,2021-06-18,96174482.0,3171513.0,251.72,252.03
OHM,2021-06-17,88489792.0,2187966.0,235.39,251.72
OHM,2021-06-16,94296755.0,3930835.0,254.71,235.39
OHM,2021-06-15,63788179.0,2644491.0,204.28,254.71
OHM,2021-06-14,68782202.0,2763238.0,219.79,204.28
OHM,2021-06-13,64695035.0,1596197.0,210.05,219.79
OHM,2021-06-12,64394011.0,2678234.0,208.19,210.05
OHM,2021-06-11,75802037.0,1412011.0,241.98,208.19
