Symbol,Date,Market Cap,Volume,Open,Close
AMP,2021-10-16,2426218009.0,34634297.0,0.051404,N/A
AMP,2021-10-15,2201740120.0,17483674.0,0.04580971,0.051404
AMP,2021-10-14,2199212372.0,15881771.0,0.04591691,0.04580971
AMP,2021-10-13,2177387972.0,32039935.0,0.04532787,0.04591691
AMP,2021-10-12,2323517777.0,17739180.0,0.04825942,0.04532787
AMP,2021-10-11,2274883969.0,17755175.0,0.04729672,0.04825942
AMP,2021-10-10,2367160728.0,30136727.0,0.049266,0.04729672
AMP,2021-10-09,2260190605.0,21246697.0,0.04721381,0.049266
AMP,2021-10-08,2286579915.0,36375988.0,0.04768192,0.04721381
AMP,2021-10-07,2349385180.0,33311285.0,0.04910083,0.04768192
AMP,2021-10-06,2540951806.0,65722478.0,0.052921,0.04910083
AMP,2021-10-05,2525443245.0,34386640.0,0.053197,0.052921
AMP,2021-10-04,2364663359.0,12692189.0,0.04926603,0.053197
AMP,2021-10-03,2392133544.0,14821171.0,0.04986733,0.04926603
AMP,2021-10-02,2417946220.0,26521133.0,0.050298,0.04986733
AMP,2021-10-01,2330851801.0,30198230.0,0.04853073,0.050298
AMP,2021-09-30,2094898799.0,10256502.0,0.04371518,0.04853073
AMP,2021-09-29,2066284397.0,22130552.0,0.04303996,0.04371518
AMP,2021-09-28,2133010321.0,18753329.0,0.04426691,0.04303996
AMP,2021-09-27,2217299538.0,14843138.0,0.04631043,0.04426691
AMP,2021-09-26,2231255146.0,18824703.0,0.04633525,0.04631043
AMP,2021-09-25,2210933823.0,21325669.0,0.04588439,0.04633525
AMP,2021-09-24,2324318755.0,33822429.0,0.04847973,0.04588439
AMP,2021-09-23,2262927649.0,26731935.0,0.04715594,0.04847973
AMP,2021-09-22,1976286258.0,28931973.0,0.04140554,0.04715594
AMP,2021-09-21,2044881910.0,37778944.0,0.04235777,0.04140554
AMP,2021-09-20,2321646946.0,13757571.0,0.04803539,0.04235777
AMP,2021-09-19,2369454722.0,20354840.0,0.04928151,0.04803539
AMP,2021-09-18,2291926605.0,31986204.0,0.04783205,0.04928151
AMP,2021-09-17,2356294788.0,30905114.0,0.04917274,0.04783205
AMP,2021-09-16,2469443641.0,29702976.0,0.051488,0.04917274
AMP,2021-09-15,2410240156.0,18725803.0,0.050201,0.051488
AMP,2021-09-14,2415774575.0,24232776.0,0.050279,0.050201
AMP,2021-09-13,2460957652.0,24556419.0,0.0512,0.050279
AMP,2021-09-12,2454224136.0,31576889.0,0.051233,0.0512
AMP,2021-09-11,2444829266.0,36274830.0,0.051017,0.051233
AMP,2021-09-10,2593352626.0,49491903.0,0.053878,0.051017
AMP,2021-09-09,2669300127.0,58919718.0,0.055562,0.053878
AMP,2021-09-08,2522149270.0,55881068.0,0.052425,0.055562
AMP,2021-09-07,2855510538.0,54417459.0,0.059282,0.052425
AMP,2021-09-06,2901004437.0,49414419.0,0.061355,0.059282
AMP,2021-09-05,2655838995.0,40199456.0,0.055259,0.061355
AMP,2021-09-04,2716795859.0,49896028.0,0.056586,0.055259
AMP,2021-09-03,2797471338.0,84233514.0,0.058244,0.056586
AMP,2021-09-02,2631519256.0,117494365.0,0.054679,0.058244
AMP,2021-09-01,2569019034.0,95491410.0,0.053302,0.054679
AMP,2021-08-31,2562380024.0,276324165.0,0.05312,0.053302
AMP,2021-08-30,2843292142.0,26130436.0,0.059249,0.05312
AMP,2021-08-29,2869398679.0,30043395.0,0.059785,0.059249
AMP,2021-08-28,2903434606.0,39596107.0,0.060304,0.059785
AMP,2021-08-27,2905311335.0,41107406.0,0.060496,0.060304
AMP,2021-08-26,2939615664.0,48193675.0,0.060995,0.060496
AMP,2021-08-25,2973508347.0,83703721.0,0.061546,0.060995
AMP,2021-08-24,3263956729.0,189797298.0,0.068003,0.061546
AMP,2021-08-23,2924150625.0,61791511.0,0.060964,0.068003
AMP,2021-08-22,2868494344.0,26765662.0,0.059737,0.060964
AMP,2021-08-21,2882725648.0,28201332.0,0.06004,0.059737
AMP,2021-08-20,2859890242.0,28997044.0,0.060389,0.06004
AMP,2021-08-19,2833028141.0,37399432.0,0.058994,0.060389
AMP,2021-08-18,2781729544.0,27966785.0,0.057816,0.058994
AMP,2021-08-17,2906301931.0,34114107.0,0.060281,0.057816
AMP,2021-08-16,2890250436.0,29311270.0,0.060217,0.060281
AMP,2021-08-15,2917731987.0,29840317.0,0.060738,0.060217
AMP,2021-08-14,3061648295.0,40809454.0,0.063105,0.060738
AMP,2021-08-13,2895910099.0,36433083.0,0.060309,0.063105
AMP,2021-08-12,2934845403.0,72412650.0,0.061195,0.060309
AMP,2021-08-11,2903094968.0,32038829.0,0.060618,0.061195
AMP,2021-08-10,2912536380.0,44648554.0,0.061066,0.060618
AMP,2021-08-09,2873550458.0,39966227.0,0.059914,0.061066
AMP,2021-08-08,2967373553.0,83059628.0,0.062297,0.059914
AMP,2021-08-07,2941849184.0,82641705.0,0.061757,0.062297
AMP,2021-08-06,2873284355.0,49462756.0,0.059353,0.061757
AMP,2021-08-05,2950212080.0,44983378.0,0.06142,0.059353
AMP,2021-08-04,2941097712.0,38842030.0,0.061243,0.06142
AMP,2021-08-03,3187412469.0,39895024.0,0.066293,0.061243
AMP,2021-08-02,3209783874.0,44332541.0,0.066847,0.066293
AMP,2021-08-01,3537365520.0,32045707.0,0.073163,0.066847
AMP,2021-07-31,3558072552.0,55402099.0,0.073436,0.073163
AMP,2021-07-30,3587619810.0,96062683.0,0.074697,0.073436
AMP,2021-07-29,3706281609.0,85951657.0,0.077244,0.074697
AMP,2021-07-28,3292250826.0,91203040.0,0.069154,0.077244
AMP,2021-07-27,3312594652.0,245659543.0,0.068512,0.069154
AMP,2021-07-26,2971782708.0,84663917.0,0.061908,0.068512
AMP,2021-07-25,2439112299.0,24747578.0,0.050724,0.061908
AMP,2021-07-24,2525391308.0,68109393.0,0.052486,0.050724
AMP,2021-07-23,2121258678.0,20259063.0,0.04417626,0.052486
