Symbol,Date,Market Cap,Volume,Open,Close
RPL,2021-10-16,526207030.0,782381.0,32.37,N/A
RPL,2021-10-15,515209610.0,840592.0,31.86,32.37
RPL,2021-10-14,494996276.0,1071135.0,30.57,31.86
RPL,2021-10-13,480400874.0,4577558.0,29.67,30.57
RPL,2021-10-12,535857275.0,864698.0,33.19,29.67
RPL,2021-10-11,538596969.0,913382.0,33.25,33.19
RPL,2021-10-10,573521245.0,1471886.0,35.54,33.25
RPL,2021-10-09,573581398.0,1306754.0,35.49,35.54
RPL,2021-10-08,581397215.0,5369174.0,35.94,35.49
RPL,2021-10-07,545995138.0,2179144.0,33.71,35.94
RPL,2021-10-06,528321087.0,12019283.0,32.63,33.71
RPL,2021-10-05,546887400.0,3477600.0,33.73,32.63
RPL,2021-10-04,599515510.0,2488056.0,37.05,33.73
RPL,2021-10-03,580692610.0,1900789.0,35.87,37.05
RPL,2021-10-02,564970286.0,1248476.0,34.98,35.87
RPL,2021-10-01,513256088.0,3104572.0,31.73,34.98
RPL,2021-09-30,493815939.0,5002812.0,30.55,31.73
RPL,2021-09-29,486475033.0,3676410.0,30.03,30.55
RPL,2021-09-28,508734215.0,2764277.0,31.33,30.03
RPL,2021-09-27,524168353.0,1866261.0,31.95,31.33
RPL,2021-09-26,507587062.0,1007825.0,31.41,31.95
RPL,2021-09-25,504533250.0,4230213.0,31.08,31.41
RPL,2021-09-24,533865594.0,1202709.0,33.19,31.08
RPL,2021-09-23,513491936.0,1100925.0,31.78,33.19
RPL,2021-09-22,455865378.0,1757371.0,28.21,31.78
RPL,2021-09-21,494618632.0,2579056.0,30.62,28.21
RPL,2021-09-20,559163954.0,5896793.0,34.6,30.62
RPL,2021-09-19,539024766.0,4386622.0,33.37,34.6
RPL,2021-09-18,518695686.0,1513686.0,32.04,33.37
RPL,2021-09-17,540337969.0,3012548.0,33.46,32.04
RPL,2021-09-16,527225814.0,7418962.0,32.65,33.46
RPL,2021-09-15,500144112.0,4655519.0,30.97,32.65
RPL,2021-09-14,443391948.0,1329440.0,27.16,30.97
